iter	Logloss
643	0.1531382161
644	0.1530508138
645	0.1529577148
646	0.1528656576
647	0.1527788737
648	0.1526283691
649	0.1525868164
650	0.1525508789
651	0.152529541
652	0.1525211751
653	0.152435612
654	0.1524317057
655	0.1523428548
656	0.1522256348
657	0.1521666341
658	0.1520932129
659	0.1520166178
660	0.1519953451
661	0.1519917155
662	0.1519114421
663	0.1518514323
664	0.1518111165
665	0.151762028
666	0.1515161133
667	0.1514471517
668	0.151324056
669	0.1512288249
670	0.1510954102
671	0.1509883789
672	0.1508649577
673	0.1508015625
674	0.1507987467
675	0.1507018555
676	0.1505993815
677	0.1504706706
678	0.150317334
679	0.1501735026
680	0.1501250163
681	0.1500247884
682	0.1499280111
683	0.1498610514
684	0.1498026855
685	0.1497078613
686	0.1496476237
687	0.149537028
688	0.1494447591
689	0.149393278
690	0.1493389323
691	0.149270459
692	0.1491926921
693	0.1490485677
694	0.1489611654
695	0.1489438802
696	0.1489054525
697	0.1487994954
698	0.1487969889
699	0.1487048503
700	0.1486262858
701	0.1485842611
702	0.1484668132
703	0.148384375
704	0.1483680501
705	0.148265332
706	0.148249821
707	0.1481677409
708	0.1480645182
709	0.1479926595
710	0.1479758626
711	0.1479032878
712	0.1477951497
713	0.1477900553
714	0.1477741211
715	0.1476412272
716	0.1475425944
717	0.1474739909
718	0.1473747396
719	0.1472467773
720	0.1471155273
721	0.146979362
722	0.1469405762
723	0.1468516927
724	0.1467499349
725	0.1467034993
726	0.1466274902
727	0.1465608398
728	0.1464654785
729	0.1463500651
730	0.1462668132
731	0.1461740397
732	0.1460675781
733	0.1460570475
734	0.1459436849
735	0.1459297363
736	0.1458702474
737	0.1458463379
738	0.1457374349
739	0.1456431478
740	0.1456253906
741	0.1456105143
742	0.1455714193
743	0.1455304525
744	0.1454428548
745	0.1453922363
746	0.1452936035
747	0.1452276367
748	0.1449984212
749	0.1449473307
750	0.1448098796
751	0.1447129232
752	0.1446164388
753	0.144517627
754	0.1445164876
755	0.1445147786
756	0.1444503092
757	0.1444390299
758	0.1443702962
759	0.144306429
760	0.1442326986
761	0.1442244141
762	0.1441458008
763	0.1440596029
764	0.1439070475
765	0.1438657389
766	0.1438100749
767	0.1437993001
768	0.1437364095
769	0.1436655599
770	0.1435334147
771	0.1433780273
772	0.143238737
773	0.1431311523
774	0.1430781576
775	0.1430738118
776	0.1430694824
777	0.1430176921
778	0.1429430501
779	0.1428601074
780	0.1428214355
781	0.142718929
782	0.1426346029
783	0.1425804525
784	0.1425259115
785	0.1423662598
786	0.1422854655
787	0.142273112
788	0.1421966634
789	0.1421462565
790	0.1421363281
791	0.142057194
792	0.1420404297
793	0.1419614258
794	0.1419469564
795	0.1418738281
796	0.1418034505
797	0.1417930501
798	0.1417057129
799	0.1416971517
800	0.1416287923
801	0.1415650228
802	0.1414868978
803	0.1414493327
804	0.1414272624
805	0.1413510742
806	0.1412887695
807	0.1412128092
808	0.1412110189
809	0.1412070313
810	0.1411260254
811	0.141046875
812	0.1409712402
813	0.1408555176
814	0.1407629069
815	0.1407025228
816	0.1406397461
817	0.1406364258
818	0.1405671224
819	0.1405358236
820	0.140466276
821	0.140313623
822	0.1402415202
823	0.1401234049
824	0.140054541
825	0.1400530599
826	0.1399833333
827	0.1399082845
828	0.1398077799
829	0.1397219727
830	0.1396343099
831	0.139580599
832	0.1395181641
833	0.1393880697
834	0.1393574219
835	0.1392546549
836	0.1391816569
837	0.1390749186
838	0.1390057129
839	0.1389657552
840	0.1388706868
841	0.1388015788
842	0.1387984863
843	0.138649707
844	0.1385696777
845	0.1384845378
846	0.1384742513
847	0.1384657878
848	0.1383890951
849	0.1382803223
850	0.1381662109
851	0.1381046224
852	0.1380771973
853	0.1380526855
854	0.1380496908
855	0.1380039551
856	0.1378961751
857	0.137814388
858	0.1377667969
859	0.1377083171
860	0.1376869954
861	0.1376849447
862	0.1376491536
863	0.137608252
864	0.1375750814
865	0.1374090169
866	0.1373755208
867	0.1373712728
868	0.1373375
869	0.1372664225
870	0.1371471191
871	0.1370991374
872	0.1369575846
873	0.1368437663
874	0.1366983236
875	0.1366657064
876	0.1366057943
877	0.1365417806
878	0.1364959391
879	0.1364453125
880	0.1364267334
881	0.1363563721
882	0.1363312012
883	0.1362392008
884	0.1361935221
885	0.1361509603
886	0.1361340495
887	0.1360883545
888	0.1360771077
889	0.1360001383
890	0.135858667
891	0.1358051514
892	0.1357676025
893	0.1356494954
894	0.135571696
895	0.1355422363
896	0.1354212646
897	0.13536521
898	0.1352669596
899	0.1352634521
900	0.1352194417
901	0.1351444255
902	0.1350471924
903	0.1349956136
904	0.1348941162
905	0.1348789958
906	0.1348106038
907	0.1347883952
908	0.1347141439
909	0.1346989339
910	0.1346569661
911	0.1346461995
912	0.1345757324
913	0.1345599609
914	0.1344836914
915	0.1344519124
916	0.1344155924
917	0.1344055745
918	0.1343538574
919	0.1342911784
920	0.1342592692
921	0.1342178467
922	0.1341657308
923	0.1341624756
924	0.1340901774
925	0.13406014
926	0.1339784505
927	0.1339355957
928	0.1338252279
929	0.1338214925
930	0.1337119141
931	0.1336702148
932	0.1335555339
933	0.1333790202
934	0.1332320231
935	0.1331848307
936	0.1331019938
937	0.1330357259
938	0.1329653971
939	0.1329020833
940	0.1328190837
941	0.1327291911
942	0.1326905924
943	0.1325999593
944	0.132545752
945	0.1325100098
946	0.1324568604
947	0.1323255371
948	0.1322643229
949	0.1322508708
950	0.1322497314
951	0.1322021484
952	0.1320930664
953	0.1319503581
954	0.1319418701
955	0.1318537109
956	0.13178361
957	0.1316968424
958	0.131618929
959	0.1314994141
960	0.1314301351
961	0.1313947835
962	0.1313143962
963	0.131258016
964	0.1311856527
965	0.1311154704
966	0.1310553385
967	0.1309430664
968	0.1309283285
969	0.1307835205
970	0.13070861
971	0.13060118
972	0.1305136882
973	0.1304770345
974	0.1304539876
975	0.1303896077
976	0.1302945882
977	0.1302597249
978	0.1302212646
979	0.1301518799
